tarehe_ya_data,month,season,begin_time,end_time,hours,lon,lat,region,district,kijiji,mwalo_bandari_diko,sehemu_aliyovua_locality,idadi_ya_wavuvi_chomboni,aina_ya_mtego,aina_ya_samaki,Groups,local_name,uzito,idadi,cpue,cpue.check
05/06/2020,6,SE,2020-06-05T06:16:00Z,2020-06-05T11:24:00Z,5.13,40.1631,-10.23318,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,VETA,20,RN,Sphyraena barracuda,Dermesal,Mzia,NA,NA,NA,NA
05/06/2020,6,SE,2020-06-05T06:45:00Z,2020-06-05T09:30:00Z,2.75,39.7139218,-9.7428782,NA,NA,Mchinga Ii,Mchinga Ii,Mchinga moja,23,RN,Katsuwonus pelamis,Tuna,NA,140,70,50.90909091,50.90909091
05/06/2020,6,SE,2020-06-05T06:45:00Z,2020-06-05T09:30:00Z,2.75,39.75029,-9.74133,NA,NA,Mchinga Ii,Mchinga Ii,Mchinga moja,23,RN,Katsuwonus pelamis,Tuna,Sehewa miraba,70,70,25.45454545,25.45454545
05/06/2020,6,SE,2020-06-05T06:55:00Z,2020-06-05T10:30:00Z,3.58,40.1636991,-10.2692606,Mtwara,Mtwara Urban,Shangani East,Feri,Mkungu,23,RN,Hemiramphus spp,Others,NA,48,NA,13.39534884,13.40782123
05/06/2020,6,SE,2020-06-05T06:55:00Z,2020-06-05T10:30:00Z,3.58,40.16443,-10.22516,Mtwara,Mtwara Urban,Shangani East,Feri,Mkungu,23,RN,Hemiramphus spp,Others,Chuchunge,48,NA,13.40782123,13.40782123
05/06/2020,6,SE,2020-06-05T07:00:00Z,2020-06-05T10:45:00Z,3.75,39.45217,-6.86256,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,11,RN,Sphyraena putnamiae,Dermesal,Msusa,80,4,21.33333333,21.33333333
05/06/2020,6,SE,2020-06-05T07:22:00Z,2020-06-05T09:22:00Z,2,39.177261,-6.6078458,Dar es Salaam,Kinondoni,Ununio,Mbweni,Mchango wa hela,30,RN,Sardine,Sardines,NA,NA,NA,0,NA
05/06/2020,6,SE,2020-06-05T07:22:00Z,2020-06-05T09:22:00Z,2,39.22661,-6.55566,Dar es Salaam,Kinondoni,Ununio,Mbweni,Mchango wa hela,30,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
05/06/2020,6,SE,2020-06-05T09:40:00Z,2020-06-05T10:15:00Z,0.58,39.177261,-6.6078458,Dar es Salaam,Kinondoni,Ununio,Mbweni,Rasi kilomoni,30,RN,Sardine,Sardines,NA,NA,NA,0,NA
05/06/2020,6,SE,2020-06-05T09:40:00Z,2020-06-05T10:15:00Z,0.58,39.177261,-6.6078458,Dar es Salaam,Kinondoni,Ununio,Mbweni,Fungu yasin,30,RN,Sardine,Sardines,NA,NA,NA,0,NA
05/06/2020,6,SE,2020-06-05T21:40:00Z,2020-06-06T04:15:00Z,6.58,39.22661,-5.5566,Dar es Salaam,Kinondoni,Ununio,Mbweni,Fungu yasin,30,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
05/06/2020,6,SE,2020-06-05T21:40:00Z,2020-06-06T04:15:00Z,6.58,39.22661,-5.55666,Dar es Salaam,Kinondoni,Ununio,Mbweni,Rasi kilomoni,30,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
06/06/2020,6,SE,2020-06-06T06:20:00Z,2020-06-06T13:17:00Z,6.95,39.2134908,-6.6681384,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,BONGOYO,56,RN,Sardine,Sardines,NA,900,25,129.4964029,129.4964029
06/06/2020,6,SE,2020-06-06T06:20:00Z,2020-06-06T13:17:00Z,6.95,39.26913,-6.64491,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,BONGOYO,56,RN,Dagaa,Anchovy,Dagaa mchele,900,25,129.4964029,129.4964029
06/06/2020,6,SE,2020-06-06T07:15:00Z,2020-06-06T11:00:00Z,3.75,39.3136514,-6.8218538,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,15,RN,Sphyraena putnamiae,Dermesal,NA,5,1,1.333333333,1.333333333
06/06/2020,6,SE,2020-06-06T07:15:00Z,2020-06-06T13:00:00Z,5.75,39.3133578,-6.822013,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Msasani,19,RN,Upeneus spp,Dermesal,NA,580,29,100.8695652,100.8695652
06/06/2020,6,SE,2020-06-06T07:15:00Z,2020-06-06T11:00:00Z,3.75,39.45374,-6.8602,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,15,RN,Sphyraena putnamiae,Dermesal,Msusa,8,1,2.133333333,2.133333333
06/06/2020,6,SE,2020-06-06T07:15:00Z,2020-06-06T13:00:00Z,5.75,39.450920000000004,-6.44803,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Msasani,19,RN,Upeneus spp,Dermesal,Mkundaji,580,29,100.8695652,100.8695652
06/06/2020,6,SE,2020-06-06T09:05:00Z,2020-06-06T10:05:00Z,1,39.7139218,-9.7428782,NA,NA,Mchinga Ii,Mchinga Ii,Maputo,24,RN,Auxis thazard,Tuna,NA,600,240,600,600
06/06/2020,6,SE,2020-06-06T09:05:00Z,2020-06-06T16:05:00Z,7,39.75462,-9.74254,NA,NA,Mchinga Ii,Mchinga Ii,Maputo,24,RN,Auxis thazard,Tuna,Sehewa damdam mnene,240,240,34.28571429,34.28571429
06/06/2020,6,SE,2020-06-06T12:25:00Z,2020-06-07T11:10:00Z,22.75,39.2149786,-6.6692303,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,MBUDYA,52,RN,Sardine,Sardines,NA,900,45,39.56043956,39.56043956
06/06/2020,6,SE,2020-06-06T18:25:00Z,2020-06-07T05:10:00Z,10.75,39.22368,-6.5982,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,MBUDYA,52,RN,Dagaa,Anchovy,Dagaa mchele,900,45,83.72093023,83.72093023
06/06/2020,6,SE,2020-06-06T19:00:00Z,2020-06-07T03:00:00Z,8,39.70781,-4.85154,Pemba,Wete,Selemu,Wete Pwani,Mwamba mkuu,17,RN,Decapterus macrosoma,Mackerel,Msumari,600,30,75,75
07/06/2020,6,SE,2020-06-07T06:10:00Z,2020-06-07T09:00:00Z,2.83,39.2149786,-6.6692303,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,KASA,51,RN,Euthynnus affinis,Tuna,NA,460,23,162.3529412,162.5441696
07/06/2020,6,SE,2020-06-07T06:10:00Z,2020-06-07T09:00:00Z,2.83,39.22744,-6.38805,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,KASA,51,RN,Euthynnus affinis,Tuna,Sehewa kawakawa(kirungu mpweke),460,23,162.5441696,162.5441696
07/06/2020,6,SE,2020-06-07T06:38:00Z,2020-06-07T12:15:00Z,5.62,39.79393,-9.9266,Lindi,Lindi,Benki,Beach,Kilamba,19,RN,Auxis thazard,Tuna,Sehewa damdam mnene,2115,700,376.3345196,376.3345196
07/06/2020,6,SE,2020-06-07T07:15:00Z,2020-06-07T12:45:00Z,5.5,39.45073,-6.8591,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,16,RN,Pellona ditchela,Anchovy,Dagaa macho-kamanyola ( bweha),400,20,72.72727273,72.72727273
07/06/2020,6,SE,2020-06-07T07:21:00Z,2020-06-07T10:40:00Z,3.32,39.7139218,-9.7428782,NA,NA,Mchinga Ii,Mchinga Ii,Namakaja,24,RN,Auxis thazard,Tuna,NA,600,240,180.9045226,180.7228916
07/06/2020,6,SE,2020-06-07T07:21:00Z,2020-06-07T10:40:00Z,3.32,39.75462,-9.74254,NA,NA,Mchinga Ii,Mchinga Ii,Namakaja,24,RN,Auxis thazard,Tuna,Sehewa damdam mnene,240,240,72.28915663,72.28915663
07/06/2020,6,SE,2020-06-07T08:00:00Z,2020-06-07T10:00:00Z,2,39.15092,-6.44803,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Msasani,22,RN,Sphyraena putnamiae,Dermesal,Msusa,80,4,40,40
07/06/2020,6,SE,2020-06-07T12:15:00Z,2020-06-07T15:05:00Z,2.83,39.2133544,-6.6680408,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,FUNGUNI,52,RN,Sardine,Sardines,NA,220,11,77.64705883,77.7385159
07/06/2020,6,SE,2020-06-07T12:15:00Z,2020-06-07T15:05:00Z,2.83,39.23495,-6.6335,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,FUNGUNI,52,RN,Dagaa,Anchovy,Dagaa mchele,220,11,77.7385159,77.7385159
08/06/2020,6,SE,2020-06-08T06:00:00Z,2020-06-08T12:30:00Z,6.5,39.7129124,-9.9966831,Lindi,Lindi,Benki,Beach,Ng\'omo,18,RN,Hemiramphus spp,Others,NA,60,6,9.230769231,9.230769231
08/06/2020,6,SE,2020-06-08T06:00:00Z,2020-06-08T12:30:00Z,6.5,39.79123,-9.93355,Lindi,Lindi,Benki,Beach,Ng\'omo,18,RN,Hemiramphus spp,Others,Chuchunge,60,6,9.230769231,9.230769231
08/06/2020,6,SE,2020-06-08T06:45:00Z,2020-06-08T10:12:00Z,3.45,39.7129124,-9.9966831,Lindi,Lindi,Benki,Beach,Kisangi,20,RN,Auxis thazard,Tuna,NA,NA,NA,0,NA
08/06/2020,6,SE,2020-06-08T06:45:00Z,2020-06-08T10:12:00Z,3.45,39.32412,-9.90624,Lindi,Lindi,Benki,Beach,Kisangi,20,RN,Auxis thazard,Tuna,Sehewa damdam mnene,NA,NA,NA,NA
08/06/2020,6,SE,2020-06-08T07:00:00Z,2020-06-08T12:00:00Z,5,39.70781,-4.85154,Pemba,Wete,Selemu,Wete Pwani,Mwamba mkuu,17,RN,Decapterus macrosoma,Mackerel,Msumari,700,35,140,140
08/06/2020,6,SE,2020-06-08T07:15:00Z,2020-06-08T10:00:00Z,2.75,39.19133,-6.44199,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Msasani,28,RN,Sphyraena putnamiae,Dermesal,Msusa,980,49,356.3636364,356.3636364
08/06/2020,6,SE,2020-06-08T08:20:00Z,2020-06-08T13:15:00Z,4.92,39.00645,-6.29904,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Mwambakuni,45,RN,Decapterus kurroides,Mackerel,Msumari ( ngula-ngula),NA,NA,NA,NA
08/06/2020,6,SE,2020-06-08T12:00:00Z,2020-06-08T14:15:00Z,2.25,39.2052327,-6.6867978,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,FUNGUNI,54,RN,Sardine,Sardines,NA,NA,NA,0,NA
08/06/2020,6,SE,2020-06-08T12:00:00Z,2020-06-08T14:15:00Z,2.25,39.23316,-6.64258,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,FUNGUNI,54,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
09/06/2020,6,SE,2020-06-09T07:00:00Z,2020-06-09T09:45:00Z,2.75,39.17656,-6.47567,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Upanga,20,RN,Sphyraena putnamiae,Dermesal,Msusa,200,10,72.72727273,72.72727273
09/06/2020,6,SE,2020-06-09T08:30:00Z,2020-06-09T13:10:00Z,4.67,38.95566,-6.36808,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Boribo,47,RN,Lutjanus ssp,Reef,Tembo uzi,200,10,42.82655246,42.82655246
09/06/2020,6,SE,2020-06-09T08:30:00Z,2020-06-09T13:10:00Z,4.67,38.95566,-6.30808,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Boribo,47,RN,Decapterus kurroides,Mackerel,Msumari ( ngula-ngula),120,6,25.69593148,25.69593148
09/06/2020,6,SE,2020-06-09T08:30:00Z,2020-06-09T13:10:00Z,4.67,38.95566,-6.36808,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Boribo,47,RN,Dussumieria acuta,Anchovy,Dagaa sime ( simu),20,1,4.282655246,4.282655246
09/06/2020,6,SE,2020-06-09T12:00:00Z,2020-06-09T15:45:00Z,3.75,39.2134908,-6.6681384,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,MKAJI,54,RN,Sardine,Sardines,NA,NA,NA,0,NA
09/06/2020,6,SE,2020-06-09T12:00:00Z,2020-06-09T15:45:00Z,3.75,39.23064,-6.65529,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,MKAJI,54,RN,Dagaa,Anchovy,Dagaa mchele,NA,NA,NA,NA
09/06/2020,6,SE,2020-06-09T18:30:00Z,2020-06-10T05:00:00Z,10.5,39.1243872,-5.0878528,Tanga,Tanga City,Sahare,Kasera,Manyani,14,RN,Stolephorus commersonii,Anchovy,NA,20,1,1.904761905,1.904761905
09/06/2020,6,SE,2020-06-09T18:30:00Z,2020-06-10T05:00:00Z,10.5,39.13153,-5.12795,Tanga,Tanga City,Sahare,Kasera,Manyani,14,RN,Stolephorus commersonii,Anchovy,Uono mafuta,20,1,1.904761905,1.904761905
10/06/2020,6,SE,2020-06-10T05:50:00Z,2020-06-10T10:30:00Z,4.67,39.2134908,-6.6681384,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,KARAGE,49,RN,Sardine,Sardines,NA,280,14,60,59.95717345
10/06/2020,6,SE,2020-06-10T05:50:00Z,2020-06-10T10:30:00Z,4.67,39.25776,-6.64135,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,KARAGE,49,RN,Dagaa,Anchovy,Dagaa mchele,280,14,59.95717345,59.95717345
10/06/2020,6,SE,2020-06-10T07:15:00Z,2020-06-10T10:30:00Z,3.25,39.2984062,-6.8184841,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,16,RN,Pellona ditchela,Anchovy,NA,60,3,18.46153846,18.46153846
10/06/2020,6,SE,2020-06-10T07:15:00Z,2020-06-10T10:30:00Z,3.25,39.45142,-6.86155,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,16,RN,Pellona ditchela,Anchovy,Dagaa macho-kamanyola ( bweha),60,3,18.46153846,18.46153846
10/06/2020,6,SE,2020-06-10T07:15:00Z,2020-06-10T10:30:00Z,3.25,39.17575,-6.47505,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Upanga,30,RN,Sphyraena putnamiae,Dermesal,Msusa,5,30,1.538461538,1.538461538
10/06/2020,6,SE,2020-06-10T08:45:00Z,2020-06-10T13:12:00Z,4.45,39.12143,-6.38473,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Chumbe,45,RN,Lutjanus ssp,Reef,Tembo uzi,200,10,44.94382022,44.94382022
10/06/2020,6,SE,2020-06-10T08:45:00Z,2020-06-10T13:12:00Z,4.45,39.12143,-6.38473,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Chumbe,45,RN,Decapterus kurroides,Mackerel,Msumari ( ngula-ngula),200,10,44.94382022,44.94382022
10/06/2020,6,SE,2020-06-10T18:30:00Z,2020-06-11T05:30:00Z,11,39.1244027,-5.0879121,Tanga,Tanga City,Sahare,Kasera,Jambe,14,RN,Stolephorus commersonii,Anchovy,NA,160,8,14.54545455,14.54545455
10/06/2020,6,SE,2020-06-10T18:30:00Z,2020-06-11T05:30:00Z,11,39.14503,-5.07668,Tanga,Tanga City,Sahare,Kasera,Jambe,14,RN,Stolephorus commersonii,Anchovy,Uono mafuta,160,8,14.54545455,14.54545455
10/06/2020,6,SE,2020-06-10T19:00:00Z,2020-06-11T03:00:00Z,8,39.70781,-4.85154,Pemba,Wete,Selemu,Wete Pwani,Mwamba mkuu,17,RN,Decapterus macrosoma,Mackerel,Msumari,440,22,55,55
10/06/2020,6,SE,2020-06-10T23:15:00Z,2020-06-11T03:30:00Z,4.25,39.35155,-6.57612,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Karage,25,RN,Dagaa,Anchovy,Dagaa mchele,400,20,94.11764706,94.11764706
11/06/2020,6,SE,2020-06-11T02:00:00Z,2020-06-11T05:00:00Z,3,39.20989,-4.77374,Tanga,Mkinga,Zingibari,Petukiza,Bunju,18,RN,Euthynnus affinis,Tuna,Sehewa kawakawa(kirungu mpweke),100,10,33.33333333,33.33333333
11/06/2020,6,SE,2020-06-11T03:00:00Z,2020-06-11T05:30:00Z,2.5,39.2119128,-4.6611759,Tanga,Mkinga,Zingibari,Petukiza,Mwezi,17,RN,Sphyraena putnamiae,Dermesal,NA,10,6,4,4
11/06/2020,6,SE,2020-06-11T03:00:00Z,2020-06-11T06:30:00Z,3.5,39.2183,-4.78351,Tanga,Mkinga,Zingibari,Petukiza,Mwani,15,RN,Dussumieria acuta,Anchovy,Dagaa sime ( simu),50,5,14.28571429,14.28571429
11/06/2020,6,SE,2020-06-11T03:00:00Z,2020-06-11T05:00:00Z,2,39.2105,-4.79228,Tanga,Mkinga,Zingibari,Petukiza,Mwezi,18,RN,Siganus sp.,Reef,Tasi,40,4,20,20
11/06/2020,6,SE,2020-06-11T03:00:00Z,2020-06-11T05:30:00Z,2.5,39.20914,-4.78489,Tanga,Mkinga,Zingibari,Petukiza,Mwezi,17,RN,Sphyraena putnamiae,Dermesal,Msusa,60,6,24,24
11/06/2020,6,SE,2020-06-11T05:45:00Z,2020-06-11T12:29:00Z,6.73,39.214879,-6.6692044,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,KARAGE,54,RN,Sardine,Sardines,NA,580,29,86.13861387,86.18127786
11/06/2020,6,SE,2020-06-11T05:45:00Z,2020-06-11T12:29:00Z,6.73,39.29935,-6.62847,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,KARAGE,54,RN,Dagaa,Anchovy,Dagaa mchele,580,29,86.18127786,86.18127786
11/06/2020,6,SE,2020-06-11T06:45:00Z,2020-06-11T07:30:00Z,0.75,40.1630279,-10.2684268,Mtwara,Mtwara Urban,Kiyanga,Uyavi,Mwantuona juu,20,RN,Auxis thazard,Tuna,NA,226,78,301.3333333,301.3333333
11/06/2020,6,SE,2020-06-11T06:45:00Z,2020-06-11T13:30:00Z,6.75,40.15145,-10.24356,Mtwara,Mtwara Urban,Kiyanga,Uyavi,Mwantuona juu,20,RN,Auxis thazard,Tuna,Sehewa damdam mnene,226,78,33.48148148,33.48148148
11/06/2020,6,SE,2020-06-11T07:00:00Z,2020-06-11T09:45:00Z,2.75,39.14886,-6.43264,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Sinda,32,RN,Sphyraena putnamiae,Dermesal,Msusa,5,1,1.818181818,1.818181818
11/06/2020,6,SE,2020-06-11T07:15:00Z,2020-06-11T10:30:00Z,3.25,39.317241,-6.821196,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,16,RN,Sphyraena putnamiae,Dermesal,NA,5,1,1.538461538,1.538461538
11/06/2020,6,SE,2020-06-11T07:15:00Z,2020-06-11T10:30:00Z,3.25,39.4317,-6.86168,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,16,RN,Sphyraena putnamiae,Dermesal,Msusa,5,1,1.538461538,1.538461538
11/06/2020,6,SE,2020-06-11T07:15:00Z,2020-06-11T09:30:00Z,2.25,39.1788,-6.4774,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Upanga,25,RN,Sphyraena putnamiae,Dermesal,Msusa,80,4,35.55555556,35.55555556
11/06/2020,6,SE,2020-06-11T09:00:00Z,2020-06-11T11:15:00Z,2.25,39.1550199,-4.7782524,Tanga,Mkinga,Zingibari,Petukiza,Bunju,21,RN,Stolephorus commersonii,Anchovy,NA,400,20,177.7777778,177.7777778
11/06/2020,6,SE,2020-06-11T09:00:00Z,2020-06-11T11:15:00Z,2.25,39.22521,-4.81032,Tanga,Mkinga,Zingibari,Petukiza,Bunju,21,RN,Stolephorus commersonii,Anchovy,Uono mafuta,400,20,177.7777778,177.7777778
11/06/2020,6,SE,2020-06-11T09:00:00Z,2020-06-11T14:27:00Z,5.45,39.07191,-6.40343,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Mshingwi,47,RN,Decapterus kurroides,Mackerel,Msumari ( ngula-ngula),200,10,36.69724771,36.69724771
11/06/2020,6,SE,2020-06-11T09:00:00Z,2020-06-11T14:27:00Z,5.45,39.07191,-6.40343,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Mshingwi,47,RN,Lutjanus ssp,Reef,Tembo uzi,200,10,36.69724771,36.69724771
11/06/2020,6,SE,2020-06-11T09:00:00Z,2020-06-11T14:27:00Z,5.45,39.07191,-6.40343,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Mshingwi,47,RN,Rastrelliger kanagurta,Mackerel,Kibua maji,60,3,11.00917431,11.00917431
11/06/2020,6,SE,2020-06-11T10:11:00Z,2020-06-11T12:40:00Z,2.48,39.1550199,-4.7782524,Tanga,Mkinga,Zingibari,Petukiza,Kwamzungu,20,RN,Stolephorus commersonii,Anchovy,NA,100,5,40.26845638,40.32258065
11/06/2020,6,SE,2020-06-11T10:11:00Z,2020-06-11T12:40:00Z,2.48,39.15808,-4.78492,Tanga,Mkinga,Zingibari,Petukiza,Kwamzungu,20,RN,Stolephorus commersonii,Anchovy,Uono mafuta,100,5,40.32258065,40.32258065
11/06/2020,6,SE,2020-06-11T10:30:00Z,2020-06-11T11:45:00Z,1.25,39.22134,-4.79556,Tanga,Mkinga,Zingibari,Petukiza,Bunju,21,RN,Stolephorus commersonii,Anchovy,Uono mafuta,100,5,80,80
11/06/2020,6,SE,2020-06-11T19:00:00Z,2020-06-12T01:00:00Z,6,39.1244027,-5.0879121,Tanga,Tanga City,Sahare,Kasera,Nyuli,12,RN,Stolephorus commersonii,Anchovy,NA,5,0.25,0.833333333,0.833333333
11/06/2020,6,SE,2020-06-11T19:00:00Z,2020-06-12T04:00:00Z,9,39.70781,-4.85154,Pemba,Wete,Selemu,Wete Pwani,Mwamba mkuu,17,RN,Decapterus macrosoma,Mackerel,Msumari,300,15,33.33333333,33.33333333
11/06/2020,6,SE,2020-06-11T19:00:00Z,2020-06-12T01:00:00Z,6,39.18992,-5.05561,Tanga,Tanga City,Sahare,Kasera,Nyuli,12,RN,Stolephorus commersonii,Anchovy,Uono mafuta,5,0.25,0.833333333,0.833333333
11/06/2020,6,SE,2020-06-11T21:30:00Z,2020-06-12T03:22:00Z,5.87,39.30604,-6.6444,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Bongoyo,25,RN,Dagaa,Anchovy,Dagaa mchele,600,30,102.2146508,102.2146508
11/06/2020,6,SE,2020-06-11T22:30:00Z,2020-06-12T05:45:00Z,7.25,39.1550199,-4.7782524,Tanga,Mkinga,Zingibari,Petukiza,Bunju,21,RN,Stolephorus commersonii,Anchovy,NA,100,5,13.79310345,13.79310345
12/06/2020,6,SE,2020-06-12T05:45:00Z,2020-06-12T12:00:00Z,6.25,40.16542,-10.21541,Mtwara,Mtwara Urban,Shangani East,Feri,Veta,22,RN,Katsuwonus pelamis,Tuna,Sehewa miraba,12,44,1.92,1.92
12/06/2020,6,SE,2020-06-12T07:15:00Z,2020-06-12T10:00:00Z,2.75,39.17425,-6.4689,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Sinda,32,RN,Dagaa,Anchovy,Dagaa mchele,200,10,72.72727273,72.72727273
12/06/2020,6,SE,2020-06-12T07:30:00Z,2020-06-12T11:15:00Z,3.75,39.3149487,-6.8228042,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,15,RN,Sardine,Sardines,NA,80,4,21.33333333,21.33333333
12/06/2020,6,SE,2020-06-12T07:30:00Z,2020-06-12T11:15:00Z,3.75,39.45294,-6.86296,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,15,RN,Dagaa,Anchovy,Dagaa mchele,80,4,21.33333333,21.33333333
12/06/2020,6,SE,2020-06-12T08:30:00Z,2020-06-12T10:55:00Z,2.42,40.3148979,-10.3771149,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KASA,15,RN,Sardine,Sardines,NA,200,10,82.75862068,82.6446281
12/06/2020,6,SE,2020-06-12T08:30:00Z,2020-06-12T10:55:00Z,2.42,40.3239,-10.29967,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,KASA,15,RN,Dagaa,Anchovy,Dagaa mchele,200,10,82.6446281,82.6446281
12/06/2020,6,SE,2020-06-12T19:00:00Z,2020-06-13T03:00:00Z,8,39.70781,-4.85154,Pemba,Wete,Selemu,Wete Pwani,Mwamba mkuu,17,RN,Decapterus macrosoma,Mackerel,Msumari,700,35,87.5,87.5
12/06/2020,6,SE,2020-06-12T22:02:00Z,2020-06-13T03:00:00Z,4.97,40.3148979,-10.3771149,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,TUMBIKA,9,RN,Decapterus russelli,Mackerel,NA,100,5,20.13422819,20.12072435
12/06/2020,6,SE,2020-06-12T22:02:00Z,2020-06-13T03:00:00Z,4.97,40.32658,-10.35309,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,TUMBIKA,9,RN,Decapterus russelli,Mackerel,Kibua macho ( gololi),100,5,20.12072435,20.12072435
12/06/2020,6,SE,2020-06-12T22:29:00Z,2020-06-13T04:29:00Z,6,39.30034,-6.60323,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Karage,28,RN,Dagaa,Anchovy,Dagaa mchele,200,10,33.33333333,33.33333333
12/06/2020,6,SE,2020-06-12T23:00:00Z,2020-06-13T01:30:00Z,2.5,39.4183215,-8.7486398,Lindi,Kilwa,Magengeni,Magengeni,Jewe,12,RN,Sardine,Sardines,NA,NA,NA,0,NA
12/06/2020,6,SE,2020-06-12T23:00:00Z,2020-06-13T01:30:00Z,2.5,39.42175,-8.65422,Lindi,Kilwa,Magengeni,Magengeni,Jewe,12,RN,Sardine,Sardines,Dagaa,NA,NA,NA,NA
13/06/2020,6,SE,2020-06-13T00:00:00Z,2020-06-14T02:00:00Z,26,39.4173502,-8.747092,Lindi,Kilwa,Magengeni,Magengeni,Visimani,12,RN,Sardine,Sardines,NA,100,5,3.846153846,3.846153846
13/06/2020,6,SE,2020-06-13T00:00:00Z,2020-06-13T03:20:00Z,3.33,39.70781,-4.85154,Pemba,Wete,Selemu,Wete Pwani,Mwamba mkuu,17,RN,Decapterus macrosoma,Mackerel,Msumari,100,5,30.03003003,30.03003003
13/06/2020,6,SE,2020-06-13T00:00:00Z,2020-06-13T02:00:00Z,2,39.48505,-8.56142,Lindi,Kilwa,Magengeni,Magengeni,Visimani,12,RN,Dagaa,Anchovy,Dagaa mchele,500,5,250,250
13/06/2020,6,SE,2020-06-13T07:30:00Z,2020-06-13T11:00:00Z,3.5,39.45071,-6.86126,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Dege,15,RN,Pellona ditchela,Anchovy,Dagaa macho-kamanyola ( bweha),20,1,5.714285714,5.714285714
13/06/2020,6,SE,2020-06-13T07:45:00Z,2020-06-13T10:30:00Z,2.75,40.3148979,-10.3771149,Mtwara,Mtwara Rural,Mnazi,Mnazi Bay,BWANAOGA,15,RN,Sphyraena barracuda,Dermesal,NA,45,10,16.36363636,16.36363636
