tarehe_ya_data,month,season,begin_time,end_time,hours,lon,lat,region,district,kijiji,mwalo_bandari_diko,sehemu_aliyovua_locality,idadi_ya_wavuvi_chomboni,aina_ya_mtego,aina_ya_samaki,Groups,local_name,uzito,idadi,cpue,cpue.check
27/02/2020,2,NE,2020-02-27T09:30:00Z,2020-02-27T13:30:00Z,4,38.98756,-6.25681,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Manyema,42,RN,Rastrelliger kanagurta,Mackerel,NA,80,4,20,20
27/02/2020,2,NE,2020-02-27T18:30:00Z,2020-02-28T06:30:00Z,12,39.0984,-5.25366,Tanga,Muheza,Kigombe,Kigombe,Taa,16,RN,Sardine,Sardines,NA,200,10,16.66666667,16.66666667
27/02/2020,2,NE,2020-02-27T19:00:00Z,2020-02-28T05:30:00Z,10.5,39.66108,-5.06474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,320,16,30.47619048,30.47619048
27/02/2020,2,NE,2020-02-27T19:20:00Z,2020-02-28T04:52:00Z,9.53,38.95176,-5.9618,Unguja,Kaskazini A,Mkokotoni,Nungwi,MELIN,20,GN,Mackerel(scomber),Mackerel,NA,200,10,20.97902098,20.98635887
27/02/2020,2,NE,2020-02-27T19:35:00Z,2020-02-28T06:30:00Z,10.92,39.096,-5.26873,Tanga,Muheza,Kigombe,Kigombe,Mundura,17,RN,Sardine,Sardines,NA,220,11,20.15267175,20.14652015
27/02/2020,2,NE,2020-02-27T19:42:00Z,2020-02-28T05:20:00Z,9.63,39.09618,-5.05074,Tanga,Tanga City,Sahare,Kasera,Jambe,12,RN,Stolephorus commersonii,Anchovy,NA,200,10,20.76124568,20.76843198
27/02/2020,2,NE,2020-02-27T19:45:00Z,2020-02-28T05:30:00Z,9.75,39.12928,-5.08761,Tanga,Tanga City,Sahare,Kasera,Ulenge,16,RN,Sardine,Sardines,NA,140,7,14.35897436,14.35897436
27/02/2020,2,NE,2020-02-27T20:00:00Z,2020-02-27T22:00:00Z,2,39.25973,-4.8222,Tanga,Mkinga,Zingibari,Petukiza,Keamzungu,22,RN,Stolephorus commersonii,Anchovy,NA,100,5,50,50
27/02/2020,2,NE,2020-02-27T20:03:00Z,2020-02-28T05:00:00Z,8.95,39.04529,-5.39559,Tanga,Pangani,Pangani Mashariki,Magarawani,Mwanaunguja,22,RN,Dussumieria acuta,Anchovy,NA,400,20,44.69273743,44.69273743
28/02/2020,2,NE,2020-02-28T06:12:00Z,2020-02-28T12:30:00Z,6.3,40.33005,-10.33729,Mtwara,Mtwara Urban,Shangani East,Feri,Jeshini Juu,22,RN,Auxis rochei,Tuna,NA,24.5,35,3.888888889,3.888888889
28/02/2020,2,NE,2020-02-28T06:30:00Z,2020-02-28T09:14:00Z,2.73,39.19875,-6.62859,Dar es Salaam,Kinondoni,Kunduchi Pwani,Kunduchi Pwani,Ununio,49,RN,Stolephorus devisi,Anchovy,NA,640,34,234.1463415,234.4322344
28/02/2020,2,NE,2020-02-28T07:10:00Z,2020-02-28T10:00:00Z,2.83,40.3822,-10.33627,Mtwara,Mtwara Urban,Kiyanga,Uyavi,Mwantuona,22,RN,Auxis rochei,Tuna,NA,47,94,16.5882353,16.60777385
28/02/2020,2,NE,2020-02-28T08:15:00Z,2020-02-28T12:30:00Z,4.25,39.22711,-4.73673,Tanga,Mkinga,Zingibari,Petukiza,Minyani,19,RN,Dussumieria acuta,Anchovy,NA,200,10,47.05882353,47.05882353
28/02/2020,2,NE,2020-02-28T17:37:00Z,2020-02-29T00:15:00Z,6.63,39.2092,-5.05881,Tanga,Muheza,Kigombe,Kigombe,Mwana unguja,19,RN,Sardine,Sardines,NA,200,10,30.15075377,30.16591252
28/02/2020,2,NE,2020-02-28T18:00:00Z,2020-02-29T05:00:00Z,11,39.28677,-8.39087,Lindi,Kilwa,Somanga,Mbuyuni,Fungu mbili,12,RN,Sardine,Sardines,NA,460,23,41.81818182,41.81818182
28/02/2020,2,NE,2020-02-28T19:00:00Z,2020-02-29T05:30:00Z,10.5,39.66108,-5.06474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,440,22,41.9047619,41.9047619
28/02/2020,2,NE,2020-02-28T19:15:00Z,2020-02-29T06:30:00Z,11.25,39.252,-5.36974,Tanga,Muheza,Kigombe,Kigombe,Mwanaunguja,20,RN,Sardine,Sardines,NA,240,12,21.33333333,21.33333333
28/02/2020,2,NE,2020-02-28T19:30:00Z,2020-02-29T05:20:00Z,9.83,39.60024,-5.31754,Pemba,Pemba Kusini,Mbuyuni,Ngazini,Mtipe,22,RN,Sardine,Sardines,NA,1000,50,101.6949153,101.7293998
28/02/2020,2,NE,2020-02-28T20:00:00Z,2020-02-29T06:00:00Z,10,39.059222,-5.4976,Tanga,Pangani,Pangani Mashariki,Magarawani,Mto maziwe,24,RN,Sardine,Sardines,NA,320,16,32,32
29/02/2020,2,NE,2020-02-29T02:00:00Z,2020-02-29T05:00:00Z,3,39.0723,-5.49296,Tanga,Pangani,Pangani Mashariki,Magarawani,Mwambani,24,RN,Sardine,Sardines,NA,200,10,66.66666667,66.66666667
29/02/2020,2,NE,2020-02-29T06:30:00Z,2020-02-29T10:50:00Z,4.33,40.33005,-10.33729,Mtwara,Mtwara Urban,Shangani East,Feri,Msangamkuu,21,RN,Katsuwonus pelamis,Tuna,NA,NA,NA,0,NA
29/02/2020,2,NE,2020-02-29T07:30:00Z,2020-02-29T11:00:00Z,3.5,39.28327,-8.39304,Lindi,Kilwa,Somanga,Mbuyuni,Chocha,13,RN,Sardine,Sardines,NA,1088,60,310.8571429,310.8571429
29/02/2020,2,NE,2020-02-29T19:00:00Z,2020-03-01T06:00:00Z,11,39.35066,-6.78966,Dar es Salaam,Kigamboni,Minazi  Mikinda,Minazi Mikinda,Katumbi,25,RN,Sardine,Sardines,NA,300,15,27.27272727,27.27272727
29/02/2020,2,NE,2020-02-29T19:00:00Z,2020-03-01T05:30:00Z,10.5,39.66108,-5.06474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,120,6,11.42857143,11.42857143
29/02/2020,2,NE,2020-02-29T19:46:00Z,2020-02-29T23:46:00Z,4,38.97392,-5.89648,Unguja,Kaskazini A,Mkokotoni,Nungwi,SABA,22,GN,Dussumieria acuta,Anchovy,NA,160,8,40,40
29/02/2020,2,NE,2020-02-29T19:46:00Z,2020-02-29T23:46:00Z,4,38.97392,-5.89648,Unguja,Kaskazini A,Mkokotoni,Nungwi,SABA,22,GN,Mackerel(scomber),Mackerel,NA,100,5,25,25
29/02/2020,2,NE,2020-02-29T20:00:00Z,2020-03-01T05:30:00Z,9.5,39.60024,-5.31754,Pemba,Pemba Kusini,Mbuyuni,Ngazini,Mtipe,22,RN,Rastrelliger faughni,Mackerel,NA,50,2.5,5.263157895,5.263157895
29/02/2020,2,NE,2020-02-29T20:00:00Z,2020-03-01T05:30:00Z,9.5,39.60024,-5.31754,Pemba,Pemba Kusini,Mbuyuni,Ngazini,Mtipe,22,RN,Sardine,Sardines,NA,620,31,65.26315789,65.26315789
01/03/2020,3,NE,2020-03-01T18:00:00Z,2020-03-02T06:00:00Z,12,39.28677,-8.39088,Lindi,Kilwa,Somanga,Mbuyuni,Fungu mbili,12,RN,Sardine,Sardines,NA,640,32,53.33333333,53.33333333
01/03/2020,3,NE,2020-03-01T19:00:00Z,2020-03-02T05:30:00Z,10.5,39.66108,-5.6474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,80,4,7.619047619,7.619047619
01/03/2020,3,NE,2020-03-01T20:00:00Z,2020-03-02T05:20:00Z,9.33,39.60024,-5.31754,Pemba,Pemba Kusini,Mbuyuni,Ngazini,Mtipe,26,RN,Rastrelliger faughni,Mackerel,NA,25,1,2.678571429,2.679528403
01/03/2020,3,NE,2020-03-01T20:00:00Z,2020-03-02T05:20:00Z,9.33,39.6004,-5.31754,Pemba,Pemba Kusini,Mbuyuni,Ngazini,Mtipe,26,RN,Sardine,Sardines,NA,360,18,38.57142857,38.585209
02/03/2020,3,NE,2020-03-02T07:00:00Z,2020-03-02T12:00:00Z,5,39.30566,-8.23881,Lindi,Kilwa,Somanga,Mbuyuni,Makatoni,14,RN,Auxis thazard,Tuna,NA,60,5,12,12
02/03/2020,3,NE,2020-03-02T07:00:00Z,2020-03-02T11:30:00Z,4.5,39.66108,-5.6474,Pemba,Wete,Selemu,Wete Pwani,Fundo,18,RN,Decapterus macrosoma,Mackerel,Msumari,120,6,26.66666667,26.66666667
02/03/2020,3,NE,2020-03-02T08:30:00Z,2020-03-02T13:00:00Z,4.5,39.07079,-6.4088,Pwani,Bagamoyo,Mwambao,Kastam(Custom),Mshingwi,44,RN,Decapterus kurroides,Mackerel,NA,240,12,53.33333333,53.33333333
02/03/2020,3,NE,2020-03-02T18:00:00Z,2020-03-03T05:10:00Z,11.17,39.4048,-8.42108,Lindi,Kilwa,Somanga,Mbuyuni,Chocha,14,RN,Sardine,Sardines,NA,720,40,64.47761192,64.45837064
